Time,601_volt,620_volt,623_volt,634_volt,640_volt,647_volt,670_volt,671_volt,673_volt,674_volt,686_volt
09:12.1,0.043999,-0.346,-0.021996,-0.00099945,-0.089996,-0.108,-0.325,0.021996,-0.022003,-0.151,0
09:12.2,0.043999,-0.346,-0.021996,-0.00099945,-0.089996,-0.085999,-0.325,0.021996,0,-0.13,-0.021996
09:12.3,0.043999,-0.30199,-0.021996,0,-0.089996,-0.108,-0.325,0.021996,-0.022003,-0.151,-0.042999
09:12.4,0.043999,-0.281,-0.021996,-0.00099945,-0.089996,-0.108,-0.303,0,0,-0.108,-0.021996
09:12.5,0.043999,-0.216,0,-0.00099945,-0.089996,-0.151,-0.303,-0.021004,-0.022003,-0.13,0.021004
09:12.6,0.043999,-0.194,-0.021996,-0.00099945,-0.089996,-0.194,-0.325,-0.021004,-0.065002,-0.173,0
09:12.7,0.021996,-0.216,0,-0.00099945,-0.089996,-0.173,-0.303,-0.021004,-0.042999,-0.13,0
09:12.8,0.043999,-0.194,0,-0.00099945,-0.089996,-0.151,-0.281,-0.12901,-0.065002,-0.13,-0.021996
09:12.9,0.021996,-0.194,-0.021996,-0.00099945,-0.089996,-0.173,-0.303,-0.042999,-0.042999,-0.108,-0.064995
09:13.0,0.043999,-0.238,-0.021996,-0.00099945,-0.089996,-0.194,-0.303,-0.042999,-0.022003,-0.108,-0.064995
09:13.1,0.064995,-0.259,-0.021996,-0.00099945,-0.089996,-0.129,-0.303,-0.042999,-0.022003,-0.151,-0.042999
09:13.2,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,-0.173,-0.303,-0.042999,-0.042999,-0.173,-0.021996
09:13.3,0.064995,-0.324,-0.021996,-0.00099945,-0.089996,-0.108,-0.303,-0.065002,-0.022003,-0.151,0.021004
09:13.4,0.021996,-0.346,-0.021996,-0.00099945,-0.089996,-0.129,-0.303,-0.042999,-0.022003,-0.13,0
09:13.5,0.043999,-0.367,-0.021996,-0.00099945,-0.089996,-0.085999,-0.325,-0.042999,-0.022003,-0.13,0.021004
09:13.6,0.064995,-0.367,-0.021996,-0.00099945,-0.089996,-0.065002,-0.346,-0.065002,-0.065002,-0.173,0.021004
09:13.7,0.043999,-0.324,-0.043999,-0.00099945,-0.089996,-0.065002,-0.325,-0.065002,-0.065002,-0.13,0
09:13.8,0.043999,-0.30199,-0.021996,-0.00099945,-0.089996,-0.065002,-0.325,-0.065002,-0.087006,-0.13,-0.021996
09:13.9,0.043999,-0.30199,-0.021996,-0.00099945,-0.089996,-0.085999,-0.325,-0.065002,-0.065002,-0.13,0
09:14.0,0.043999,-0.30199,0,-0.00099945,-0.089996,-0.085999,-0.325,-0.042999,-0.042999,-0.151,-0.021996
09:14.1,0.043999,-0.346,-0.021996,-0.00099945,-0.089996,-0.108,-0.325,-0.065002,-0.087006,-0.13,0
09:14.2,0.043999,-0.367,-0.021996,-0.00099945,-0.089996,-0.065002,-0.325,-0.065002,-0.087006,-0.13,0.021004
09:14.3,0.043999,-0.281,-0.021996,-0.00099945,0,-0.042999,-0.325,-0.085999,-0.087006,-0.173,-0.021996
09:14.4,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,-0.042999,-0.325,-0.065002,-0.108,-0.13,0
09:14.5,0.021996,-0.216,-0.021996,-0.00099945,-0.089996,-0.042999,-0.325,-0.065002,-0.087006,-0.108,-0.021996
09:14.6,0.021996,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.303,-0.065002,-0.108,-0.108,0
09:14.7,0.021996,-0.30199,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.042999,-0.087006,-0.108,-0.042999
09:14.8,0.021996,-0.324,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.042999,-0.087006,-0.108,0
09:14.9,0.021996,-0.346,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.042999,-0.042999,-0.085999,0.021004
09:15.0,0.021996,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.303,-0.065002,-0.087006,-0.13,0.021004
09:15.1,0.021996,-0.281,-0.021996,-0.00099945,-0.089996,-0.085999,-0.303,-0.065002,-0.087006,-0.13,0.021004
09:15.2,0.021996,-0.259,-0.021996,-0.00099945,-0.089996,-0.065002,-0.303,-0.065002,-0.087006,-0.151,0.042999
09:15.3,0.021996,-0.216,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.065002,-0.194,0.021004
09:15.4,0.021996,-0.238,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.065002,-0.173,0.021004
09:15.5,0.043999,-0.216,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.042999,-0.194,0.021004
09:15.6,0.064995,-0.238,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.065002,-0.173,0.042999
09:15.7,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,-0.085999,-0.281,-0.065002,-0.065002,-0.173,0.021004
09:15.8,0.064995,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.065002,-0.173,0.021004
09:15.9,0.043999,-0.324,-0.021996,-0.00099945,-0.089996,-0.042999,-0.281,-0.042999,-0.065002,-0.194,0
09:16.0,0.043999,-0.324,0,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.065002,-0.194,0
09:16.1,0.043999,-0.346,-0.021996,-0.00099945,-0.089996,-0.042999,-0.281,-0.021004,-0.065002,-0.173,0
09:16.2,0,-0.367,-0.021996,-0.00099945,-0.089996,-0.042999,-0.281,-0.021004,-0.022003,-0.151,0
09:16.3,0,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.303,-0.021004,-0.065002,-0.151,0.021004
09:16.4,-0.021004,-0.324,-0.021996,-0.00099945,-0.089996,0,-0.281,-0.042999,-0.065002,-0.108,0.021004
09:16.5,-0.021004,-0.30199,0,-0.00099945,-0.089996,0,-0.303,-0.021004,-0.108,-0.108,0.042999
09:16.6,0,-0.281,0,-0.00099945,-0.089996,0,-0.303,-0.021004,-0.065002,-0.108,0.042999
09:16.7,-0.021004,-0.238,0,-0.00099945,-0.089996,0,-0.281,-0.021004,-0.065002,-0.108,0.021004
09:16.8,-0.021004,-0.238,0,-0.00099945,-0.089996,0,-0.281,-0.021004,-0.042999,-0.108,0.021004
09:16.9,-0.021004,-0.238,0,-0.00099945,-0.089996,0.022003,-0.281,0,-0.042999,-0.085999,0.021004
09:17.0,-0.021004,-0.238,-0.021996,-0.00099945,-0.089996,0,-0.281,-0.021004,-0.087006,-0.108,0.042999
09:17.1,-0.021004,-0.238,0,-0.00099945,-0.089996,0,-0.303,-0.021004,-0.087006,-0.173,0.042999
09:17.2,-0.021004,-0.238,-0.021996,-0.00099945,-0.089996,-0.021004,-0.303,-0.021004,-0.087006,-0.151,-0.021996
09:17.3,-0.021004,-0.324,-0.021996,-0.00099945,-0.089996,0,-0.303,-0.065002,-0.108,-0.151,-0.25999
09:17.4,-0.021004,-0.324,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.108,-0.194,-0.108
09:17.5,0,-0.346,0,-0.00099945,-0.089996,-0.065002,-0.26,-0.042999,-0.065002,-0.194,-0.13
09:17.6,0.021996,-0.346,0,-0.00099945,-0.089996,-0.085999,-0.26,-0.021004,-0.065002,-0.173,-0.13
09:17.7,0.021996,-0.324,-0.021996,-0.00099945,-0.089996,-0.085999,-0.281,-0.042999,-0.065002,-0.151,-0.108
09:17.8,0.021996,-0.346,0,-0.00099945,-0.089996,-0.108,-0.281,-0.042999,-0.087006,-0.13,-0.13
09:17.9,0,-0.324,0,-0.00099945,-0.089996,-0.108,-0.303,-0.042999,-0.087006,-0.173,-0.13
09:18.0,0,-0.30199,0,-0.00099945,-0.089996,-0.065002,-0.303,-0.042999,-0.108,-0.173,-0.108
09:18.1,-0.021004,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.303,-0.065002,-0.108,-0.13,-0.13
09:18.2,-0.043007,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.065002,-0.108,-0.151,-0.13
09:18.3,-0.043007,-0.281,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.065002,-0.173,-0.13
09:18.4,-0.043007,-0.30199,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.065002,-0.151,-0.13
09:18.5,-0.021004,-0.324,0,-0.00099945,-0.089996,-0.042999,-0.26,-0.042999,-0.087006,-0.194,-0.13
09:18.6,-0.021004,-0.324,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.021004,-0.108,-0.173,-0.13
09:18.7,-0.043007,-0.367,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.021004,-0.108,-0.151,-0.151
09:18.8,-0.021004,-0.389,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.042999,-0.108,-0.151,-0.151
09:18.9,-0.043007,-0.389,0,-0.00099945,-0.089996,-0.065002,-0.26,-0.021004,-0.087006,-0.151,-0.151
09:19.0,-0.043007,-0.346,0,-0.00099945,-0.089996,-0.065002,-0.26,-0.065002,-0.065002,NaN,-0.151
09:19.1,0,-0.30199,0,-0.00099945,-0.089996,-0.042999,-0.26,-0.021004,-0.065002,NaN,-0.151
09:19.2,-0.043007,-0.281,0,-0.00099945,-0.089996,0,-0.281,-0.042999,-0.065002,NaN,-0.13
09:19.3,0,-0.238,0,-0.00099945,-0.089996,-0.021004,-0.281,-0.042999,-0.087006,NaN,-0.13
09:19.4,0,-0.259,0,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.108,NaN,-0.086998
09:19.5,0,-0.259,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.087006,NaN,-0.086998
09:19.6,0,-0.238,-0.021996,-0.00099945,-0.089996,-0.065002,-0.26,-0.042999,-0.087006,NaN,-0.108
09:19.7,0.021996,-0.259,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.065002,NaN,-0.108
09:19.8,0.021996,-0.194,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.065002,NaN,-0.064995
09:19.9,0.021996,-0.259,0,-0.00099945,0,-0.021004,-0.26,-0.065002,-0.042999,NaN,-0.086998
09:20.0,0.021996,-0.281,0,-0.00099945,0,-0.042999,-0.238,-0.085999,-0.065002,-0.151,0.259
09:20.1,0.021996,-0.30199,0,-0.00099945,0,-0.065002,-0.26,-0.085999,-0.087006,-0.151,-0.086998
09:20.2,-0.064003,-0.367,0,-0.00099945,0,-0.065002,-0.26,-0.085999,-0.087006,-0.13,-0.064995
09:20.3,-0.064003,-0.346,0,-0.00099945,0,-0.065002,-0.26,-0.065002,-0.087006,-0.173,-0.086998
09:20.4,-0.064003,-0.281,-0.021996,-0.00099945,0,-0.042999,-0.26,-0.042999,-0.065002,-0.173,-0.086998
09:20.5,0,-0.281,0,-0.00099945,0,-0.021004,-0.368,-0.065002,-0.065002,-0.173,-0.086998
09:20.6,0,-0.281,-0.021996,-0.00099945,0,0.022003,-0.346,-0.042999,-0.065002,-0.194,-0.064995
09:20.7,0,-0.238,0,-0.00099945,0,0.022003,-0.281,-0.065002,-0.065002,-0.151,-0.086998
09:20.8,-0.021004,-0.238,0,-0.00099945,0,0.022003,-0.26,-0.065002,-0.108,-0.13,-0.064995
09:20.9,0,-0.238,0,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.108,-0.151,-0.086998
09:21.0,0,-0.216,0,-0.00099945,-0.089996,0.042999,-0.26,-0.065002,-0.087006,-0.151,-0.086998
09:21.1,0,-0.238,-0.021996,-0.00099945,-0.089996,0.022003,-0.26,-0.065002,-0.065002,-0.194,-0.108
09:21.2,0,-0.259,0,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.065002,-0.151,-0.064995
09:21.3,0.021996,-0.281,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.085999,-0.087006,-0.13,-0.086998
09:21.4,0.021996,-0.346,0,-0.00099945,-0.089996,0,-0.238,-0.085999,-0.065002,-0.151,-0.086998
09:21.5,0.021996,-0.389,0,-0.00099945,-0.089996,0,-0.238,-0.085999,-0.042999,-0.151,-0.064995
09:21.6,0.021996,-0.41,0,-0.00099945,-0.089996,0,-0.238,-0.085999,-0.065002,-0.194,-0.064995
09:21.7,0.021996,-0.41,0,-0.00099945,-0.089996,0.022003,-0.238,-0.085999,-0.087006,-0.194,-0.13
09:21.8,0.021996,-0.367,0,-0.00099945,-0.089996,0.022003,-0.26,-0.065002,-0.065002,-0.194,-0.086998
09:21.9,0.021996,-0.346,0,-0.00099945,-0.089996,-0.042999,-0.26,-0.065002,-0.065002,-0.173,-0.086998
09:22.0,0,-0.324,0,-0.00099945,-0.089996,-0.042999,-0.238,-0.108,-0.065002,-0.194,-0.151
09:22.1,0.043999,-0.30199,0.021004,-0.00099945,-0.089996,-0.042999,-0.238,-0.085999,-0.065002,-0.216,-0.151
09:22.2,0.043999,-0.281,0,-0.00099945,-0.089996,-0.085999,-0.238,-0.065002,-0.087006,-0.194,-0.173
09:22.3,0.043999,-0.259,0,-0.00099945,-0.089996,-0.021004,-0.238,-0.065002,-0.065002,-0.216,-0.173
09:22.4,0.021996,-0.259,0,-0.00099945,-0.089996,0,-0.238,-0.042999,-0.065002,-0.238,-0.173
09:22.5,0.043999,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.065002,-0.194,-0.151
09:22.6,0.021996,-0.324,0,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.065002,-0.173,-0.151
09:22.7,0.021996,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.238,-0.065002,-0.065002,-0.151,-0.151
09:22.8,0.021996,-0.346,-0.021996,-0.00099945,-0.089996,-0.042999,-0.238,-0.065002,-0.065002,-0.173,-0.13
09:22.9,0.021996,-0.30199,0,-0.00099945,-0.089996,-0.065002,-0.238,-0.065002,-0.065002,-0.216,-0.13
09:23.0,0.021996,-0.324,0,-0.00099945,-0.089996,-0.065002,-0.216,-0.065002,-0.065002,-0.194,-0.13
09:23.1,0.021996,-0.259,-0.021996,-0.00099945,-0.089996,-0.042999,-0.238,-0.085999,-0.042999,-0.173,-0.13
09:23.2,0.043999,-0.281,-0.021996,-0.00099945,-0.089996,-0.042999,-0.26,-0.065002,-0.042999,-0.151,-0.086998
09:23.3,0.021996,-0.259,-0.021996,-0.00099945,-0.089996,-0.065002,-0.26,-0.021004,-0.042999,-0.151,-0.173
09:23.4,0.021996,-0.238,-0.021996,-0.00099945,-0.089996,-0.085999,-0.26,-0.042999,-0.065002,-0.151,-0.25999
09:23.5,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,-0.021004,-0.042999,-0.151,-0.238
09:23.6,0.021996,-0.30199,-0.021996,-0.00099945,-0.089996,-0.042999,-0.238,-0.021004,-0.042999,-0.151,-0.238
09:23.7,-0.021004,-0.324,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.021004,-0.042999,-0.151,-0.216
09:23.8,0,-0.367,0,-0.00099945,-0.089996,0.022003,-0.26,-0.021004,-0.065002,-0.13,-0.216
09:23.9,-0.021004,-0.367,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.021004,-0.065002,-0.13,-0.173
09:24.0,0,-0.41,-0.021996,-0.00099945,-0.089996,0.022003,-0.303,0,-0.065002,-0.108,-0.346
09:24.1,-0.043007,-0.41,-0.021996,-0.00099945,-0.089996,0.022003,-0.281,0,-0.065002,-0.108,-0.238
09:24.2,-0.021004,-0.432,-0.021996,-0.00099945,-0.089996,-0.021004,-0.281,0,-0.065002,-0.108,-0.173
09:24.3,-0.021004,-0.367,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.042999,-0.087006,-0.108,-0.151
09:24.4,-0.064003,-0.367,-0.021996,-0.00099945,-0.089996,-0.065002,-0.281,-0.021004,-0.087006,-0.13,-0.151
09:24.5,-0.043007,-0.324,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.021004,-0.087006,-0.13,-0.151
09:24.6,-0.043007,-0.281,-0.021996,-0.00099945,-0.089996,-0.042999,-0.26,-0.021004,-0.087006,-0.108,-0.13
09:24.7,-0.043007,-0.259,0,-0.00099945,-0.089996,-0.021004,-0.238,-0.021004,-0.087006,-0.065002,-0.151
09:24.8,-0.043007,-0.238,0,-0.00099945,-0.089996,-0.065002,-0.26,-0.021004,-0.108,-0.085999,-0.151
09:24.9,-0.043007,-0.216,0,-0.00099945,-0.089996,-0.065002,-0.238,-0.042999,-0.087006,-0.13,-0.173
09:25.0,-0.043007,-0.259,0.021004,-0.00099945,-0.089996,-0.065002,-0.238,-0.042999,-0.087006,-0.13,-0.151
09:25.1,-0.043007,-0.281,0,-0.00099945,-0.089996,-0.042999,-0.238,-0.042999,-0.108,-0.151,-0.151
09:25.2,-0.064003,-0.281,0,-0.00099945,-0.089996,0.022003,-0.216,-0.042999,-0.13,-0.151,-0.173
09:25.3,-0.043007,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.108,-0.151,-0.173
09:25.4,0.064995,-0.346,0,-0.00099945,-0.089996,-0.021004,-0.281,-0.042999,-0.108,-0.173,-0.173
09:25.5,0.043999,-0.367,0,-0.00099945,-0.089996,0,-0.26,-0.042999,-0.13,-0.151,-0.173
09:25.6,-0.086006,-0.324,0,-0.00099945,-0.089996,-0.042999,-0.281,-0.042999,-0.108,-0.151,-0.173
09:25.7,-0.064003,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.108,-0.13,-0.173
09:25.8,-0.064003,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.042999,-0.108,-0.151,-0.173
09:25.9,-0.064003,-0.281,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.065002,-0.108,-0.151,-0.151
09:26.0,-0.043007,-0.281,0,-0.00099945,-0.089996,-0.042999,-0.26,-0.042999,-0.108,-0.151,-0.173
09:26.1,-0.064003,-0.259,0,-0.00099945,-0.089996,-0.021004,-0.238,-0.042999,-0.108,-0.151,-0.173
09:26.2,-0.043007,-0.281,0,-0.00099945,-0.089996,-0.042999,-0.26,-0.021004,-0.13,-0.151,-0.195
09:26.3,-0.043007,-0.281,0,-0.00099945,-0.089996,-0.065002,-0.26,-0.042999,-0.108,-0.173,-0.173
09:26.4,0.021996,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.021004,-0.108,-0.13,-0.173
09:26.5,0,-0.30199,0,-0.00099945,-0.089996,0.022003,-0.26,-0.042999,-0.108,-0.173,-0.195
09:26.6,-0.043007,-0.346,-0.021996,-0.00099945,-0.089996,0.022003,-0.238,-0.042999,-0.108,-0.13,-0.173
09:26.7,-0.043007,-0.367,-0.021996,-0.00099945,-0.089996,0,-0.238,-0.042999,-0.087006,-0.085999,-0.173
09:26.8,-0.021004,-0.41,-0.021996,-0.00099945,0,-0.021004,-0.238,-0.042999,-0.108,-0.108,-0.173
09:26.9,-0.021004,-0.389,-0.021996,-0.00099945,-0.089996,-0.021004,-0.238,-0.042999,-0.108,-0.13,-0.173
09:27.0,0,-0.324,-0.021996,-0.00099945,-0.089996,-0.042999,-0.26,-0.042999,-0.108,-0.13,-0.173
09:27.1,0.021996,-0.30199,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.065002,-0.13,-0.151,-0.151
09:27.2,0.021996,-0.238,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.065002,-0.13,-0.108,-0.151
09:27.3,0.043999,-0.194,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.065002,-0.13,-0.13,-0.195
09:27.4,0.13,-0.173,-0.021996,-0.00099945,-0.089996,-0.021004,-0.238,-0.065002,-0.108,-0.13,-0.151
09:27.5,0.086998,-0.173,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,-0.259,-0.13,-0.151,-0.151
09:27.6,0.043999,-0.173,0,-0.00099945,-0.089996,-0.065002,-0.238,-0.302,-0.13,-0.151,-0.151
09:27.7,0.064995,-0.216,-0.021996,-0.00099945,-0.089996,-0.042999,-0.26,-0.302,-0.13,-0.173,-0.151
09:27.8,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.237,-0.13,-0.194,-0.195
09:27.9,0.152,-0.281,0,-0.00099945,-0.089996,-0.021004,-0.26,-0.151,-0.108,-0.173,-0.173
09:28.0,0.368,-0.281,0,-0.00099945,-0.089996,-0.021004,-0.238,-0.151,-0.108,-0.13,-0.151
09:28.1,0.195,-0.30199,-0.021996,-0.00099945,0,-0.042999,-0.26,-0.12901,-0.087006,-0.13,-0.195
09:28.2,0.064995,-0.324,-0.021996,0,-0.089996,-0.065002,-0.26,-0.065002,-0.108,-0.151,-0.108
09:28.3,0.086998,-0.259,0,0,-0.089996,-0.042999,-0.26,-0.108,-0.108,-0.13,-0.173
09:28.4,0.173,-0.238,0,0,-0.089996,-0.042999,-0.281,-0.065002,-0.087006,-0.085999,-0.195
09:28.5,0.13,-0.194,0,0,-0.089996,-0.065002,-0.281,-0.085999,-0.065002,-0.108,-0.216
09:28.6,0.064995,-0.238,0,0,-0.089996,-0.194,-0.281,-0.085999,-0.087006,-0.108,-0.195
09:28.7,0.043999,-0.238,-0.021996,-0.00099945,-0.089996,-0.216,-0.281,-0.065002,-0.065002,-0.085999,-0.195
09:28.8,0.064995,-0.238,0,-0.00099945,-0.089996,-0.129,-0.325,-0.065002,-0.042999,-0.085999,-0.173
09:28.9,0.064995,-0.216,-0.021996,-0.00099945,-0.089996,-0.085999,-0.238,-0.065002,-0.042999,-0.13,-0.151
09:29.0,0.086998,-0.238,-0.021996,-0.00099945,-0.089996,-0.065002,-0.238,-0.065002,-0.042999,-0.13,-0.151
09:29.1,0.086998,-0.238,-0.021996,-0.00099945,-0.089996,-0.021004,-0.26,-0.065002,-0.065002,-0.151,-0.151
09:29.2,0.086998,-0.238,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.042999,-0.13,-0.13
09:29.3,0.10799,-0.238,0,-0.00099945,0,0,-0.26,-0.042999,-0.042999,-0.173,-0.151
09:29.4,0.173,-0.30199,0,-0.00099945,-0.089996,-0.021004,-0.281,-0.042999,-0.042999,-0.13,-0.173
09:29.5,0.152,-0.324,0,-0.00099945,-0.089996,-0.021004,-0.281,-0.065002,-0.042999,-0.173,-0.173
09:29.6,0.064995,-0.346,0,0,-0.089996,0,-0.281,-0.065002,-0.065002,-0.173,-0.195
09:29.7,0.086998,-0.324,0,0,-0.089996,-0.042999,-0.303,-0.042999,-0.042999,-0.13,-0.151
09:29.8,0.043999,-0.30199,0,0,0,-0.042999,-0.325,-0.042999,-0.042999,-0.108,-0.173
09:29.9,0.064995,-0.281,0,0,0,-0.042999,-0.346,-0.042999,-0.022003,-0.13,-0.173
09:30.0,0.064995,-0.281,0,0,-0.089996,-0.065002,-0.346,-0.065002,-0.022003,-0.13,-0.173
09:30.1,0.064995,-0.259,-0.021996,0,-0.089996,-0.042999,-0.325,-0.065002,-0.042999,-0.173,-0.195
09:30.2,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.303,-0.065002,-0.042999,-0.151,-0.195
09:30.3,0.064995,-0.238,0,-0.00099945,-0.089996,0,-0.281,-0.065002,-0.065002,-0.151,-0.173
09:30.4,0.13,-0.238,0,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.065002,-0.13,-0.195
09:30.5,0.10799,-0.259,-0.021996,-0.00099945,-0.089996,0.022003,-0.238,-0.042999,-0.065002,-0.151,-0.195
09:30.6,0.064995,-0.30199,-0.021996,-0.00099945,-0.089996,-0.108,-0.238,-0.065002,-0.087006,-0.173,-0.195
09:30.7,0.064995,-0.346,0,-0.00099945,0,-0.194,-0.26,-0.065002,-0.087006,-0.151,-0.195
09:30.8,0.064995,-0.346,0,0,0,-0.129,-0.26,-0.065002,-0.087006,-0.151,-0.173
09:30.9,0.043999,-0.367,-0.021996,0,-0.089996,0.022003,-0.281,-0.085999,-0.087006,-0.151,-0.173
09:31.0,0.064995,-0.324,0,0,0,0.022003,-0.281,-0.065002,-0.087006,-0.108,-0.195
09:31.1,0.043999,-0.30199,0,0,0,0,-0.281,-0.065002,-0.065002,-0.151,-0.195
09:31.2,0.064995,-0.259,0,0,-0.6,-0.021004,-0.281,-0.065002,-0.042999,-0.173,-0.195
09:31.3,0.064995,-0.238,0,-0.00099945,-0.598,-0.021004,-0.281,-0.065002,-0.042999,-0.173,-0.173
09:31.4,0.13,-0.194,0,-0.00099945,0,0,-0.281,-0.085999,-0.065002,-0.13,-0.173
09:31.5,0.086998,-0.173,0,-0.00099945,-0.089996,0,-0.303,-0.065002,-0.065002,-0.151,-0.151
09:31.6,0.043999,-0.194,0,-0.00099945,-0.089996,-0.021004,-0.303,-0.085999,-0.087006,-0.13,-0.13
09:31.7,0.043999,-0.238,0,-0.00099945,-0.089996,-0.021004,-0.281,-0.065002,-0.065002,-0.151,-0.195
09:31.8,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.281,-0.065002,-0.065002,-0.13,-0.151
09:31.9,0.043999,-0.281,-0.043999,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.065002,-0.108,-0.13
09:32.0,0.043999,-0.346,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.065002,-0.108,-0.108
09:32.1,0.064995,-0.346,0,-0.00099945,-0.089996,0,-0.281,-0.065002,-0.065002,-0.108,-0.064995
09:32.2,0.064995,-0.389,-0.021996,0,-0.089996,-0.021004,-0.281,-0.085999,-0.065002,-0.151,-0.13
09:32.3,0.064995,-0.389,-0.021996,0,-0.089996,-0.021004,-0.281,-0.085999,-0.065002,-0.13,-0.151
09:32.4,0.152,-0.324,-0.021996,0,-0.089996,-0.021004,-0.26,-0.085999,-0.065002,-0.151,-0.13
09:32.5,0.13,-0.324,-0.043999,0,-0.089996,-0.021004,-0.26,-0.065002,-0.065002,NaN,-0.13
09:32.6,0.021996,-0.30199,-0.021996,-0.00099945,-0.089996,-0.021004,-0.238,-0.065002,-0.042999,NaN,-0.108
09:32.7,0.043999,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.065002,-0.042999,NaN,-0.13
09:32.8,0.021996,-0.259,-0.021996,-0.00099945,-0.089996,0,-0.26,-0.042999,-0.022003,NaN,-0.086998
09:32.9,0.021996,-0.238,-0.021996,-0.00099945,0,0,-0.281,-0.065002,-0.022003,NaN,-0.086998
09:33.0,0.021996,-0.281,-0.021996,-0.00099945,0,0,-0.281,-0.065002,-0.042999,NaN,-0.108
09:33.1,0.043999,-0.30199,-0.064995,-0.00099945,0,0,-0.281,-0.065002,-0.042999,NaN,-0.13
09:33.2,0.043999,-0.30199,-0.043999,-0.00099945,0,0,-0.26,-0.085999,-0.042999,NaN,-0.108
09:33.3,0.043999,-0.346,-0.043999,-0.00099945,0,-0.021004,-0.26,-0.065002,-0.042999,NaN,-0.108
09:33.4,0.13,-0.346,-0.043999,0,-0.089996,-0.065002,-0.26,-0.065002,-0.042999,NaN,-0.13
09:33.5,0.086998,-0.41,-0.021996,0,-0.089996,-0.042999,-0.26,-0.042999,-0.042999,-0.216,-0.086998
09:33.6,0.021996,-0.367,-0.021996,0,-0.089996,-0.042999,-0.26,-0.021004,-0.042999,-0.194,-0.086998
09:33.7,0,-0.324,-0.021996,0,0,0,-0.238,-0.042999,-0.042999,-0.194,-0.108
09:33.8,0,-0.324,0,0,0,0,-0.238,-0.042999,-0.042999,-0.216,-0.108
09:33.9,-0.021004,-0.281,-0.021996,-0.00099945,-0.089996,0,-0.281,-0.065002,-0.042999,-0.216,-0.13
